nveh,mean_speed,heavy_share,congestion_score,emission_score,aqi_proxy,label
1.0,20.062583999999966,0.0,10.062315200000077,4.9748320000000685,133.95514720000017,no_action
1.0,39.957128481417044,0.0,1.4,1.1,125.81800000000003,no_action
1.0,38.48452221259172,0.0,1.4,1.1,125.81800000000003,no_action
1.0,8.362515978550523,0.0,35.80246484718885,28.374968042898956,183.09543289008784,no_action
2.0,49.505916738375895,0.0,2.8,2.2,128.12800000000001,no_action
5.0,26.31566091771668,0.0,7.0,5.5,135.05800000000002,no_action
1.0,46.78668679963503,0.0,1.4,1.1,125.81800000000003,no_action
2.0,32.31264730639895,0.0,2.8,2.2,128.12800000000001,no_action
1.0,49.87354993815648,0.0,1.4,1.1,125.81800000000003,no_action
2.0,59.25365102186388,0.0,2.8,2.2,128.12800000000001,no_action
1.0,32.86959436261779,0.0,1.4,1.1,125.81800000000003,no_action
1.0,46.33413681336941,0.0,1.4,1.1,125.81800000000003,no_action
1.0,69.79687596970112,0.0,1.4,1.1,125.81800000000003,no_action
2.0,49.697867609411574,0.0,2.8,2.2,128.12800000000001,no_action
1.0,25.338091139742787,1.0,1.4,5.1,224.21800000000002,no_action
2.0,40.84142763683229,0.0,2.8,2.2,128.12800000000001,no_action
3.0,53.09361953401188,0.0,4.199999999999999,3.3000000000000003,130.43800000000002,no_action
1.0,50.03500102624312,0.0,1.4,1.1,125.81800000000003,no_action
1.0,74.98000526786863,0.0,1.4,1.1,125.81800000000003,no_action
1.0,49.79081282274523,0.0,1.4,1.1,125.81800000000003,no_action
1.0,41.553315790876724,0.0,1.4,1.1,125.81800000000003,no_action
1.0,29.899043748212115,1.0,1.4,5.1,224.21800000000002,no_action
1.0,34.61017347539693,0.0,1.4,1.1,125.81800000000003,no_action
3.0,0.00012882249542681555,0.0,62.99971659051006,55.69974235500915,240.47745894551923,idling_restriction
1.0,27.640276857954266,0.0,1.4,1.1,125.81800000000003,no_action
2.0,44.10312237777211,0.0,2.8,2.2,128.12800000000001,no_action
1.0,49.1771755633019,0.0,1.4,1.1,125.81800000000003,no_action
1.0,49.47990975489533,0.0,1.4,1.1,125.81800000000003,no_action
1.0,56.94329639286527,0.0,1.4,1.1,125.81800000000003,no_action
3.0,30.551188690144045,0.0,4.199999999999999,3.3000000000000003,130.43800000000002,no_action
1.0,39.135497653809395,0.0,1.4,1.1,125.81800000000003,no_action
3.0,29.916028093092578,0.0,6.199999999999999,6.1,136.318,no_action
2.0,41.749262221564905,0.0,2.8,2.2,128.12800000000001,no_action
3.0,47.79214168492236,0.0,4.199999999999999,3.3000000000000003,130.43800000000002,no_action
1.0,21.301475372607314,0.0,7.33675418026391,2.4970492547853724,128.7518034350493,no_action
1.0,25.72980253464343,0.0,1.4,1.1,125.81800000000003,no_action
4.0,59.87672080720803,0.5,5.6,12.4,194.54800000000003,heavy_vehicle_ban
1.0,87.50699999939702,0.0,1.4,1.1,125.81800000000003,no_action
1.0,85.00499150014961,0.0,1.4,1.1,125.81800000000003,no_action
1.0,41.07692327518322,0.0,1.4,1.1,125.81800000000003,no_action
1.0,29.987999960272106,1.0,1.4,5.1,224.21800000000002,no_action
1.0,50.00399995236476,0.0,1.4,1.1,125.81800000000003,no_action
2.0,83.54254873016596,0.0,2.8,2.2,128.12800000000001,no_action
1.0,85.0025989602734,0.0,1.4,1.1,125.81800000000003,no_action
1.0,23.436528472472812,0.0,2.6396373605598136,1.1,125.81800000000003,no_action
2.0,59.28404431862678,0.0,2.8,2.2,128.12800000000001,no_action
1.0,64.98135442775413,0.0,1.4,1.1,125.81800000000003,no_action
1.0,64.99724715951338,0.0,1.4,1.1,125.81800000000003,no_action
1.0,64.99793629099162,0.0,1.4,1.1,125.81800000000003,no_action
1.0,45.777042707253166,0.0,1.4,1.1,125.81800000000003,no_action
1.0,88.33180600531591,0.0,1.4,1.1,125.81800000000003,no_action
3.0,61.94819758408237,0.0,4.199999999999999,3.3000000000000003,130.43800000000002,no_action
1.0,74.43149176933395,0.0,1.4,1.1,125.81800000000003,no_action
1.0,9.337645413484278,0.0,33.65718009033459,26.424709173031445,178.99988926336607,no_action
1.0,47.034921666700626,0.0,1.4,1.1,125.81800000000003,no_action
1.0,35.94227750131615,0.0,1.4,1.1,125.81800000000003,no_action
1.0,23.88269145050407,0.0,1.658078808891048,1.1,125.81800000000003,no_action
2.0,54.491849507339694,0.0,2.8,2.2,128.12800000000001,no_action
1.0,74.43842180496087,0.0,1.4,1.1,125.81800000000003,no_action
1.0,50.004000000000005,0.0,3.4,3.9,131.69800000000004,no_action
3.0,51.89674802922682,0.0,4.199999999999999,3.3000000000000003,130.43800000000002,no_action
1.0,74.92645083562937,0.0,1.4,1.1,125.81800000000003,no_action
1.0,49.82540056240241,0.0,1.4,1.1,125.81800000000003,no_action
5.0,44.50730998506816,0.0,7.0,5.5,135.05800000000002,rerouting
2.0,43.96145695372107,0.0,2.8,2.2,128.12800000000001,no_action
4.0,38.89690733369748,0.0,5.6,4.4,132.74800000000002,no_action
